Name,Title,Company,Website,WhatsApp,Phone,Contact Form URL,Status,Notes,Technology Need Signal,Source,Date Found
,,HTX (Home Team Science and Technology Agency),https://www.htx.gov.sg,,,https://www.htx.gov.sg/contact-us,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",NGINE AI compute infrastructure for LLM training/modelling/simulation at scale.,https://www.htx.gov.sg/who-we-are/what-we-do/the-htxai-movement,2026-09-15T02:16:53+00:00
,,Leaseweb Singapore,https://www.leaseweb.com,,,https://www.leaseweb.com/en/contact,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat","Multiple Singapore colocation data centres (SIN-01, SIN-12), continued APAC expansion.",https://www.leaseweb.com/en/press/releases/significant-momentum-in-singapore-with-continued-apac-expansion,2026-09-15T02:16:53+00:00
,,EdgeConneX Indonesia,https://www.edgeconnex.com/locations/asia-pacific/jakarta/,,,https://www.edgeconnex.com/locations/asia-pacific/jakarta/,pending,,Hyperscale data center campus entry into Jakarta via GTN acquisition,https://www.datacenterdynamics.com/en/news/edgeconnex-acquires-gtn-in-indonesia/,2026-09-15T02:17:02+00:00
,,Gallant Venture Ltd (Bintan Data Center Hub),https://www.gallantventure.com,,,http://gallantventure.listedcompany.com/ir_contact.html,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Gigawatt-scale Bintan data center complex with DCI Indonesia,https://www.forbes.com/sites/ardianwibisono/2025/10/27/dci-indonesia-tycoon-anthoni-salims-gallant-venture-building-data-center-hub-near-singapore/,2026-09-15T02:17:02+00:00
,,RS Pondok Indah Group,https://www.rspondokindah.co.id,,,https://www.rspondokindah.co.id/en/contact,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",HIMSS EMRAM Stage 7 digital hospital infrastructure buildout,https://www.healthcareitnews.com/news/asia/rs-pondok-indah-group-clinches-first-stage-7-emram-indonesia,2026-09-15T02:17:02+00:00
,,PT MNC Land Tbk,https://www.mncland.com,,,https://www.mncland.com/investor,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Techno Park / data center + AI center development at KEK MNC Lido City,https://www.datacenterdynamics.com/en/news/mnc-to-build-data-center-in-lido-resort-city-south-of-jakarta-indonesia/,2026-09-15T02:17:02+00:00
,,Diskominfo Provinsi Jawa Timur,https://kominfo.jatimprov.go.id,,,https://kominfo.jatimprov.go.id,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Provincial government data center serving Pemprov Jatim + 16 district/city governments,https://kominfo.jatimprov.go.id/berita/diskominfo-jatim-peroleh-sertifikasi-iso-27001-2022-untuk-data-center,2026-09-15T02:17:02+00:00
,,Otorita Ibu Kota Nusantara (IKN Authority),https://www.ikn.go.id,,,https://www.ikn.go.id,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Nusantara smart city AI/data infrastructure buildout,https://konstruksimedia.com/otorita-ikn-dan-ustda-perkuat-kolaborasi-ai-dan-data-untuk-wujudkan-nusantara-sebagai-kota-cerdas/,2026-09-15T02:17:02+00:00
,,Universitas Udayana (UCEAI - Pusat Kajian Kecerdasan Artifisial),https://uceai.unud.ac.id,,,https://www.unud.ac.id/en/contact/,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Named university AI research center (UCEAI),https://uceai.unud.ac.id/,2026-09-15T02:17:02+00:00
,,"BMKG (Badan Meteorologi, Klimatologi, dan Geofisika)",https://www.bmkg.go.id,,,https://www.bmkg.go.id/profil/?p=kontak-kami,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",SMONG supercomputer / HPC cluster for weather and disaster modeling,https://www.bmkg.go.id/berita/bmkg-luncurkan-superkomputer-smong-perkuat-sistem-peringatan-dini-multi-hazards,2026-09-15T02:17:02+00:00
,,PT Pupuk Indonesia (Persero),https://www.pupuk-indonesia.com,0811 1000 1959,,https://www.pupuk-indonesia.com/contact-us,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Data Center / DRC infrastructure and AI-driven smart factory operations,https://cloud.google.com/customers/pupuk,2026-09-15T02:17:02+00:00
,,Angkasa Pura Sarana Digital (APSD),https://apsdigital.co.id,,,https://apsdigital.co.id,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Planned airport data center at Soekarno-Hatta,https://investor.id/business/314676/angkasa-pura-ii-jajaki-pembangunan-data-center-di-bandara-soekarno-hatta,2026-09-15T02:17:02+00:00
,,Badan Informasi Geospasial (BIG),https://www.big.go.id,,,https://big.go.id/site/contact,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Geospatial data center + HPC-based Integrated Map Production Center,https://www.antaranews.com/berita/409549/big-bangun-data-center-raksasa-geospasial,2026-09-15T02:17:02+00:00
,,PT Bio Farma (Persero),https://www.biofarma.co.id,,,https://www.biofarma.co.id/en/contact-us,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Google Cloud AI/ML infrastructure for bioinformatics R&D,https://www.biofarma.co.id/en/latest-news/detail/bio-farma-and-google-cloud-indonesia-agree-on-the-mou-for-cooperation-in-healthcare-digital-transformation,2026-09-15T02:17:02+00:00
,,Komisi Pemilihan Umum (KPU) Republik Indonesia,https://www.kpu.go.id,,,https://www.kpu.go.id/page/read/1107/kontak-pengaduan,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Sirekap election data center monitoring infrastructure,https://www.kpu.go.id/berita/baca/12716/kpu-siapkan-data-center-pemantauan-sirekap-pilkada,2026-09-15T02:17:02+00:00
,,Kementerian Kesehatan RI (SATUSEHAT),https://satusehat.kemkes.go.id,0811-1050-0567,,https://satusehat.kemkes.go.id/contact-us/mobile,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",SATUSEHAT national health-data cloud platform,https://satusehat.kemkes.go.id/data,2026-09-15T02:17:02+00:00
,,BP Batam (Badan Pengusahaan Batam),https://bpbatam.go.id,,,https://bpbatam.go.id/en/profile/contact-us/,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Oversight of $5B High-Density AI Data Centre investment in Batam,https://ptsp.bpbatam.go.id/en/bp-batam-kawal-investasi-rp88-triliun-ai-data-centre-untuk-transformasi-digital-batam/,2026-09-15T02:17:02+00:00
,,PT Freeport Indonesia,https://ptfi.co.id,,,https://ptfi.co.id/id/contact,pending,,"Smart mining digitalization with 80% cloud computing adoption and 200+ servers supporting operations (email found, ptfi_communications@fmi.com, did not match ptfi.co.id domain so routed to contact form only)",https://www.antaranews.com/berita/4656825/ptfi-tingkatkan-keamanan-tekan-biaya-melalui-teknologi-smart-mining,2026-09-15T02:17:02+00:00
,,PT Infokom Elektrindo,https://www.infokom.id,,,https://www.infokom.id,pending,,"Appointed as ICT infrastructure provider (core IT infra, backbone, fiber, data center) for MNC Land's Techno Park at KEK MNC Lido City",https://market.bisnis.com/read/20211011/192/1452860/mnc-land-gandeng-infokom-bangun-techno-park-di-kek-mnc-lido-city,2026-09-15T02:17:02+00:00
,,PT Sinergi Informatika Semen Indonesia (SISI),https://sisi.id,,,https://sisi.id/about-us/,pending,,"Semen Indonesia Group's ICT subsidiary providing data center, network infrastructure and cloud/managed services for the SIG cement conglomerate",https://sisi.id/about-us/,2026-09-15T02:17:02+00:00
,,CoreWeave Indonesia,https://www.coreweave.com,,,https://www.coreweave.com/news/coreweave-expands-cloud-ai-platform-to-indonesia-marking-first-move-into-asia-pacific-region,pending,,"First APAC expansion: 3 new Indonesia data centers totaling 360MW of contracted IT power, announced by COO Sachin Jain (press@coreweave.com already used for a separate US-market row, so this Indonesia signal is routed to contact-form queue only)",https://www.coreweave.com/news/coreweave-expands-cloud-ai-platform-to-indonesia-marking-first-move-into-asia-pacific-region,2026-09-15T02:17:02+00:00
,,"SM+ (SMX01 Data Center, Sinar Mas-backed)",https://smplus.com,,,https://smplus.com/about-us/,pending,,"Building SMX01, a US$300M Tier IV AI-ready data center in Jakarta's CBD (18MW scalable to 60MW) with high-density racks and liquid cooling, JV with Korea Investment Real Asset Management",https://dssa.co.id/en/press-release/sm-breaks-ground-on-flagship-data-center-in-jakartas-central-business-district-1741262984710,2026-09-15T02:17:02+00:00
,,ESR Group,https://www.esr.com,,,https://www.esr.com/connect-with-us/,pending,"Attempted 2026-09-16T02:xx: browser navigation blocked by this session's network egress policy. Confirmed via curl through the agent proxy: CONNECT tunnel failed, response 403 for the target host itself (www.esr.com / www.aseglobal.com.sg / nusantaradatacenter.com respectively), and proxy status endpoint recorded connect_rejected / 'gateway answered 403 to CONNECT' for www.google.com moments earlier -- confirming a session-wide policy block, not a site-specific issue, consistent with every prior","ESR appointed Dalmar Sheikh as CEO of ESR Data Centres (Singapore-based), leading a >3.2GW APAC data-centre development pipeline amid hyperscaler/enterprise AI demand",https://www.esr.com/news/esr-appoints-dalmar-sheikh-ceo-data-centres/,2026-09-16T02:13:11+00:00
,,Applied Materials (Singapore),https://www.appliedmaterials.com/sg/en,,,https://www.appliedmaterials.com/sg/en/contact.html,pending,,"Opened a US$500M Tampines campus in Singapore more than doubling advanced cleanroom capacity for AI-chip manufacturing, with power/performance/thermal complexity cited as a customer focus",https://www.theedgesingapore.com/digitaledge/semiconductor/applied-materials-opens-new-us500-mil-facility-singapore-ai-chip-demand,2026-09-16T02:13:11+00:00
,,ASE Singapore Pte Ltd,https://www.aseglobal.com.sg,,,https://www.aseglobal.com.sg/index.php/contact-us/,pending,"Attempted 2026-09-16T02:xx: browser navigation blocked by this session's network egress policy. Confirmed via curl through the agent proxy: CONNECT tunnel failed, response 403 for the target host itself (www.esr.com / www.aseglobal.com.sg / nusantaradatacenter.com respectively), and proxy status endpoint recorded connect_rejected / 'gateway answered 403 to CONNECT' for www.google.com moments earlier -- confirming a session-wide policy block, not a site-specific issue, consistent with every prior","ASE Singapore expanding chip-testing operations and investing in silicon photonics/co-packaged optics (CPO) test capability for AI hardware, positioning the site within SE Asia's AI data-centre supply chain",https://www.digitimes.com/news/a20250519PD208/ase-singapore-testing-investment-siph.html,2026-09-16T02:13:11+00:00
,,Nusantara Data Center (NDC),https://nusantaradatacenter.com,,,http://nusantaradatacenter.com/contact-page/,pending,"Attempted 2026-09-16T02:xx: browser navigation blocked by this session's network egress policy. Confirmed via curl through the agent proxy: CONNECT tunnel failed, response 403 for the target host itself (www.esr.com / www.aseglobal.com.sg / nusantaradatacenter.com respectively), and proxy status endpoint recorded connect_rejected / 'gateway answered 403 to CONNECT' for www.google.com moments earlier -- confirming a session-wide policy block, not a site-specific issue, consistent with every prior","Operates Indonesia's largest open-network, carrier-neutral colocation platform with 8 data centers across 6 cities (Batam, Jakarta, Medan, Palembang, Surabaya, Bali), Tier II/III (TIA-942 Rated 3) certified facilities with 99.98% SLA -- a multi-site physical colocation operator with an ongoing cooling/facilities need across its network",https://nusantaradatacenter.com/about-ndc.html,2026-09-16T02:16:29+00:00
,,ST Engineering (Singapore Technologies Engineering Ltd),https://www.stengg.com,,,https://www.stengg.com/en/contact/,pending,,"ST Engineering data centre at Jalan Boon Lay (7.5MW, opening 2026, S$120M investment) built for >20kW/rack AI/GPU workloads with Airbitat DC Cooling System, liquid cooling and immersion cooling, PUE target 1.25.",https://www.stengg.com/en/newsroom/news-releases/st-engineering-breaks-ground-on-new-data-centre/,2026-09-17T02:10:23+00:00
,,Polibeli Group Ltd,https://www.polibeli.id,,,https://m.polibeli.id/contactus,pending,,"Signed non-binding MOU (July 15, 2026) with PT Grosirone Prima Nusantara to jointly evaluate a potential AI data center in Indonesia (up to 10MW, initial phase 2-5MW); evaluation scope explicitly includes power availability, cooling systems, and network connectivity feasibility.",https://www.globenewswire.com/news-release/2026/07/15/3327699/0/en/polibeli-signs-non-binding-mou-to-evaluate-potential-ai-data-center-opportunity-in-indonesia.html,2026-09-17T02:10:24+00:00
